junctionid,edge1_vehicle_count,edge2_vehicle_count,edge1_waiting_vehicle_count,edge2_waiting_vehicle_count,edge1_light_state,edge2_light_state,nextswitchtime,edge1_congestion,edge2_congestion,label
cluster_2461880040_2461880142_8131892137,0,2,0,2,G,r,4.0,Non-Congested,Congested,1
cluster_2461880136_4910664147_50607912_8131882097,0,2,0,1,G,r,3.0,Non-Congested,Non-Congested,0
132200274,0,4,0,0,r,G,0.0,Non-Congested,Non-Congested,0
181747232,1,0,0,0,G,r,4.0,Non-Congested,Non-Congested,0
47217361,1,1,0,0,G,r,4.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,2,2,1,0,r,G,4.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,0,9,0,r,y,3.0,Congested,Non-Congested,5
cluster_2461880040_2461880142_8131892137,0,2,0,2,G,r,3.0,Non-Congested,Congested,1
cluster_2461880136_4910664147_50607912_8131882097,0,2,0,1,G,r,2.0,Non-Congested,Non-Congested,0
132200274,0,2,0,0,r,G,1.0,Non-Congested,Non-Congested,0
181747232,1,0,0,0,G,r,3.0,Non-Congested,Non-Congested,0
47217361,1,1,0,0,G,r,3.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,2,1,1,1,r,G,3.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,0,9,0,r,y,2.0,Congested,Non-Congested,5
cluster_2461880040_2461880142_8131892137,0,2,0,2,G,r,2.0,Non-Congested,Congested,1
cluster_2461880136_4910664147_50607912_8131882097,0,2,0,1,G,r,1.0,Non-Congested,Non-Congested,0
132200274,0,3,0,0,r,G,0.0,Non-Congested,Non-Congested,0
181747232,1,0,0,0,G,r,2.0,Non-Congested,Non-Congested,0
47217361,1,1,0,0,G,r,2.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,2,1,1,1,r,G,2.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,0,9,0,r,y,1.0,Congested,Non-Congested,5
cluster_2461880040_2461880142_8131892137,0,2,0,2,G,r,1.0,Non-Congested,Congested,1
cluster_2461880136_4910664147_50607912_8131882097,0,2,0,1,G,r,0.0,Non-Congested,Non-Congested,0
132200274,0,4,0,1,r,G,1.0,Non-Congested,Non-Congested,0
181747232,1,0,0,0,G,r,1.0,Non-Congested,Non-Congested,0
47217361,1,1,0,0,G,r,1.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,2,1,2,1,r,G,1.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,0,9,0,r,y,0.0,Congested,Non-Congested,5
cluster_2461880040_2461880142_8131892137,0,2,0,2,G,r,0.0,Non-Congested,Congested,1
cluster_2461880136_4910664147_50607912_8131882097,0,2,0,1,y,r,2.0,Non-Congested,Non-Congested,0
132200274,0,4,0,1,r,G,0.0,Non-Congested,Non-Congested,0
181747232,2,1,0,0,G,r,0.0,Non-Congested,Non-Congested,0
47217361,1,1,0,0,G,r,0.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,3,3,2,1,r,G,0.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,0,9,0,G,r,4.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,0,2,0,2,y,r,4.0,Non-Congested,Congested,1
cluster_2461880136_4910664147_50607912_8131882097,0,2,0,1,y,r,1.0,Non-Congested,Non-Congested,0
132200274,0,5,0,2,r,G,1.0,Non-Congested,Non-Congested,0
181747232,2,1,0,0,y,r,3.0,Non-Congested,Non-Congested,0
47217361,1,1,0,0,y,r,2.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,3,3,2,1,r,y,3.0,Congested,Non-Congested,1
cluster_2461783448_38980632_5243070374,9,1,9,0,G,r,3.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,0,2,0,2,y,r,3.0,Non-Congested,Congested,1
cluster_2461880136_4910664147_50607912_8131882097,0,2,0,1,y,r,0.0,Non-Congested,Non-Congested,0
132200274,0,6,0,2,r,G,0.0,Non-Congested,Non-Congested,0
181747232,2,1,0,0,y,r,2.0,Non-Congested,Non-Congested,0
47217361,1,1,1,0,y,r,1.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,3,3,2,1,r,y,2.0,Congested,Non-Congested,1
cluster_2461783448_38980632_5243070374,9,1,9,0,G,r,2.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,0,2,0,2,y,r,2.0,Non-Congested,Congested,1
cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,G,4.0,Non-Congested,Non-Congested,0
cluster_59665162_8742497506,1,0,0,0,G,r,4.0,Non-Congested,Non-Congested,0
132200274,0,4,0,2,r,G,1.0,Non-Congested,Non-Congested,0
181747232,2,1,0,0,y,r,1.0,Non-Congested,Non-Congested,0
47217361,1,1,1,0,y,r,0.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,3,2,3,1,r,y,1.0,Congested,Non-Congested,1
cluster_2461783448_38980632_5243070374,9,1,9,0,G,r,1.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,0,2,0,2,y,r,1.0,Non-Congested,Congested,1
cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,G,3.0,Non-Congested,Non-Congested,0
132200274,0,3,0,1,r,G,0.0,Non-Congested,Non-Congested,0
181747232,2,1,0,0,y,r,0.0,Non-Congested,Non-Congested,0
47217361,1,1,1,0,r,r,4.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,3,2,3,1,r,y,0.0,Congested,Non-Congested,1
cluster_2461783448_38980632_5243070374,9,1,9,0,G,r,0.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,0,2,0,2,y,r,0.0,Non-Congested,Congested,1
cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,r,G,2.0,Non-Congested,Non-Congested,0
132200274,0,3,0,0,r,G,0.0,Non-Congested,Non-Congested,0
181747232,2,1,0,0,r,G,6.0,Non-Congested,Non-Congested,0
47217361,1,1,1,0,r,r,3.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,2,2,2,1,G,r,4.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,1,9,0,G,r,1.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,0,1,0,1,r,G,9.0,Non-Congested,Congested,2
cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,G,1.0,Non-Congested,Non-Congested,0
132200274,0,3,0,1,r,y,2.0,Non-Congested,Non-Congested,0
181747232,2,1,1,0,r,G,5.0,Non-Congested,Non-Congested,0
47217361,1,1,1,1,r,r,2.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,2,2,1,1,G,r,3.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,1,9,0,G,r,0.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,0,1,0,0,r,G,8.0,Non-Congested,Congested,2
cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,G,0.0,Non-Congested,Non-Congested,0
132200274,0,2,0,1,r,y,1.0,Non-Congested,Non-Congested,0
181747232,2,1,1,0,r,G,4.0,Non-Congested,Non-Congested,0
47217361,1,1,1,1,r,r,1.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,2,2,0,2,G,r,2.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,2,9,0,G,r,1.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,0,1,0,0,r,G,7.0,Non-Congested,Congested,2
cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,y,2.0,Non-Congested,Non-Congested,0
132200274,0,1,0,1,r,y,0.0,Non-Congested,Non-Congested,0
181747232,2,1,1,0,r,G,3.0,Non-Congested,Non-Congested,0
47217361,0,1,0,1,r,r,0.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,2,3,0,2,G,r,1.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,2,9,0,G,r,0.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,0,1,0,0,r,G,6.0,Non-Congested,Non-Congested,0
cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,r,y,1.0,Non-Congested,Non-Congested,0
132200274,0,2,0,1,G,r,4.0,Non-Congested,Non-Congested,0
181747232,2,1,1,0,r,G,2.0,Non-Congested,Non-Congested,0
47217361,0,2,0,1,r,r,2.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,1,3,0,2,G,r,0.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,2,9,0,G,r,1.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,0,1,0,0,r,G,5.0,Non-Congested,Non-Congested,0
cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,r,y,0.0,Non-Congested,Non-Congested,0
132200274,0,2,0,1,G,r,3.0,Non-Congested,Non-Congested,0
181747232,1,0,1,0,r,G,1.0,Non-Congested,Non-Congested,0
47217361,0,2,0,1,r,r,1.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,1,3,0,2,y,r,3.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,2,9,0,G,r,0.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,0,1,0,0,r,G,4.0,Non-Congested,Congested,2
cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,r,r,0.0,Non-Congested,Non-Congested,0
132200274,0,2,0,1,G,r,2.0,Non-Congested,Non-Congested,0
181747232,1,0,1,0,r,G,0.0,Non-Congested,Non-Congested,0
47217361,0,2,0,1,r,r,0.0,Non-Congested,Non-Congested,0
cluster_181310323_5380872437,0,1,0,0,G,r,5.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,1,4,0,2,y,r,2.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,2,9,1,G,r,1.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,1,1,0,0,r,G,3.0,Non-Congested,Non-Congested,0
cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,G,r,4.0,Non-Congested,Non-Congested,0
132200274,0,3,0,2,G,r,1.0,Non-Congested,Non-Congested,0
181747232,1,0,1,0,r,y,3.0,Non-Congested,Non-Congested,0
47217361,0,2,0,0,r,G,4.0,Non-Congested,Non-Congested,0
cluster_181310323_5380872437,0,1,0,0,G,r,4.0,Non-Congested,Congested,1
cluster_2455590523_389713_47212064,1,4,0,2,y,r,1.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,2,9,1,G,r,0.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,1,1,0,0,r,G,2.0,Non-Congested,Non-Congested,0
cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,G,r,3.0,Non-Congested,Non-Congested,0
132200274,0,3,0,2,G,r,0.0,Non-Congested,Congested,1
181747232,1,0,1,0,r,y,2.0,Non-Congested,Non-Congested,0
47217361,0,1,0,0,r,G,3.0,Non-Congested,Non-Congested,0
cluster_181310323_5380872437,0,1,0,0,G,r,3.0,Non-Congested,Congested,1
cluster_2455590523_389713_47212064,1,4,0,3,y,r,0.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,1,9,1,G,r,1.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,1,1,0,0,r,G,1.0,Non-Congested,Non-Congested,0
cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,G,r,2.0,Non-Congested,Non-Congested,0
132200274,0,3,0,2,G,r,1.0,Non-Congested,Congested,1
181747232,1,0,1,0,r,y,1.0,Non-Congested,Non-Congested,0
47217361,0,1,0,0,r,G,2.0,Non-Congested,Non-Congested,0
cluster_181310323_5380872437,0,1,0,0,G,r,2.0,Non-Congested,Congested,1
cluster_2455590523_389713_47212064,1,4,1,2,r,r,6.0,Non-Congested,Congested,1
cluster_2461783448_38980632_5243070374,9,1,9,1,G,r,0.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,2,2,0,0,r,G,0.0,Non-Congested,Non-Congested,0
cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,G,r,1.0,Non-Congested,Non-Congested,0
132200274,0,3,0,3,G,r,0.0,Non-Congested,Congested,1
181747232,1,0,1,0,r,y,0.0,Non-Congested,Non-Congested,0
47217361,0,1,0,0,r,G,1.0,Non-Congested,Non-Congested,0
cluster_181310323_5380872437,0,1,0,1,G,r,1.0,Non-Congested,Congested,1
cluster_2455590523_389713_47212064,1,4,1,2,r,r,5.0,Non-Congested,Congested,1
cluster_2461783448_38980632_5243070374,9,2,9,1,G,r,1.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,2,2,0,0,r,y,4.0,Non-Congested,Non-Congested,0
cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,G,r,0.0,Non-Congested,Non-Congested,0
132200274,0,3,0,3,G,r,1.0,Non-Congested,Congested,1
47217361,0,1,0,0,r,G,0.0,Non-Congested,Non-Congested,0
cluster_181310323_5380872437,0,1,0,1,G,r,0.0,Non-Congested,Congested,1
cluster_2455590523_389713_47212064,1,3,1,2,r,r,4.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,2,9,1,G,r,0.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,2,2,0,0,r,y,3.0,Non-Congested,Non-Congested,0
cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,y,r,2.0,Non-Congested,Non-Congested,0
132200274,0,3,0,3,G,r,0.0,Non-Congested,Congested,1
47217361,0,1,0,0,r,y,2.0,Non-Congested,Non-Congested,0
cluster_181310323_5380872437,0,1,0,1,y,r,3.0,Non-Congested,Congested,1
cluster_2455590523_389713_47212064,1,3,1,2,r,r,3.0,Non-Congested,Congested,1
cluster_2461783448_38980632_5243070374,9,2,9,1,G,r,1.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,2,3,0,0,r,y,2.0,Non-Congested,Non-Congested,0
cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,y,r,1.0,Non-Congested,Non-Congested,0
132200274,0,3,0,3,G,r,1.0,Non-Congested,Congested,1
47217361,0,1,0,0,r,y,1.0,Non-Congested,Non-Congested,0
cluster_1420096799_47154676,1,0,0,0,r,r,1.0,Non-Congested,Non-Congested,0
cluster_181310323_5380872437,0,1,0,1,y,r,2.0,Non-Congested,Congested,1
cluster_2455590523_389713_47212064,1,3,1,2,r,r,2.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,2,9,1,G,r,0.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,2,3,0,0,r,y,1.0,Non-Congested,Non-Congested,0
cluster_2461880136_4910664147_50607912_8131882097,0,1,0,1,y,r,0.0,Non-Congested,Non-Congested,0
132200274,0,3,0,3,G,r,0.0,Non-Congested,Congested,1
181747232,1,1,0,0,G,r,3.0,Non-Congested,Non-Congested,0
47217361,0,1,0,0,r,y,0.0,Non-Congested,Non-Congested,0
cluster_1420096799_47154676,1,0,0,0,r,r,0.0,Non-Congested,Non-Congested,0
cluster_181310323_5380872437,0,1,0,1,y,r,1.0,Non-Congested,Congested,1
cluster_2455590523_389713_47212064,1,3,1,3,r,r,1.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,2,9,1,G,r,4.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,2,3,0,0,r,y,0.0,Non-Congested,Non-Congested,0
132200274,0,3,0,3,G,r,1.0,Non-Congested,Congested,1
181747232,1,1,0,0,G,r,2.0,Non-Congested,Non-Congested,0
47217361,0,1,0,0,G,r,4.0,Non-Congested,Non-Congested,0
cluster_1420096799_47154676,1,1,0,0,r,G,6.0,Non-Congested,Non-Congested,0
cluster_181310323_5380872437,0,1,0,1,y,r,0.0,Non-Congested,Congested,1
cluster_2455590523_389713_47212064,1,4,1,3,r,r,0.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,2,9,1,G,r,3.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,1,2,0,0,r,r,4.0,Non-Congested,Non-Congested,0
132200274,0,3,0,3,G,r,0.0,Non-Congested,Congested,1
181747232,1,1,0,0,G,r,1.0,Non-Congested,Non-Congested,0
47217361,0,1,0,0,G,r,3.0,Non-Congested,Non-Congested,0
cluster_1420096799_47154676,1,0,0,0,r,G,5.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,1,5,1,3,r,r,1.0,Non-Congested,Congested,1
cluster_2461783448_38980632_5243070374,9,2,9,1,G,r,2.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,1,3,0,1,r,r,3.0,Non-Congested,Non-Congested,0
cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,G,2.0,Non-Congested,Non-Congested,0
132200274,0,3,0,3,G,r,1.0,Non-Congested,Congested,1
181747232,1,1,0,0,G,r,0.0,Non-Congested,Non-Congested,0
47217361,0,1,0,0,G,r,2.0,Non-Congested,Non-Congested,0
cluster_1420096799_47154676,1,0,0,0,r,G,4.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,1,5,1,3,r,r,0.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,2,9,1,G,r,1.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,0,2,0,1,r,r,2.0,Non-Congested,Congested,1
cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,G,1.0,Non-Congested,Non-Congested,0
132200274,0,4,0,3,G,r,0.0,Non-Congested,Congested,1
181747232,1,1,0,0,y,r,3.0,Non-Congested,Non-Congested,0
47217361,0,1,0,0,G,r,1.0,Non-Congested,Non-Congested,0
cluster_1420096799_47154676,1,0,0,0,r,G,3.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,2,5,1,3,r,r,0.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,2,9,1,G,r,0.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,0,2,0,1,r,r,1.0,Non-Congested,Congested,1
cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,G,0.0,Non-Congested,Non-Congested,0
132200274,0,4,0,3,G,r,1.0,Non-Congested,Congested,1
181747232,1,1,0,0,y,r,2.0,Non-Congested,Non-Congested,0
cluster_1420096799_47154676,2,0,0,0,r,G,2.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,1,6,1,3,r,r,3.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,2,9,1,G,r,9.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,0,2,0,1,r,r,0.0,Non-Congested,Congested,1
132200274,0,4,0,3,G,r,0.0,Non-Congested,Congested,1
181747232,1,1,0,0,y,r,1.0,Non-Congested,Non-Congested,0
47217361,0,1,0,0,y,r,2.0,Non-Congested,Non-Congested,0
cluster_1420096799_47154676,2,0,0,0,r,G,1.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,1,4,1,3,r,r,2.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,2,9,1,G,r,8.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested,1
132200274,0,4,0,3,G,r,1.0,Non-Congested,Congested,1
181747232,1,1,0,0,y,r,0.0,Non-Congested,Non-Congested,0
47217361,0,1,0,0,y,r,1.0,Non-Congested,Non-Congested,0
cluster_1420096799_47154676,2,0,1,0,r,G,0.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,1,4,1,3,r,r,1.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,2,9,2,G,r,7.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested,1
132200274,0,4,0,3,G,r,0.0,Non-Congested,Congested,1
181747232,1,1,0,0,r,G,6.0,Non-Congested,Non-Congested,0
47217361,0,1,0,0,y,r,0.0,Non-Congested,Non-Congested,0
cluster_1420096799_47154676,2,0,1,0,r,y,3.0,Non-Congested,Non-Congested,0
cluster_181310323_5380872437,1,0,0,0,r,y,2.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,1,3,1,3,r,r,0.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,2,9,2,G,r,6.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested,1
132200274,0,4,0,3,G,r,1.0,Non-Congested,Congested,1
181747232,1,1,0,0,r,G,5.0,Non-Congested,Non-Congested,0
47217361,0,1,0,0,r,r,4.0,Non-Congested,Non-Congested,0
cluster_1420096799_47154676,2,0,1,0,r,y,2.0,Non-Congested,Non-Congested,0
cluster_181310323_5380872437,1,0,0,0,r,y,1.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,1,1,1,1,r,G,4.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,2,9,2,G,r,5.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested,1
132200274,0,4,0,3,G,r,0.0,Non-Congested,Congested,1
47217361,0,1,0,0,r,r,3.0,Non-Congested,Non-Congested,0
cluster_1420096799_47154676,1,0,1,0,r,y,1.0,Non-Congested,Non-Congested,0
cluster_181310323_5380872437,1,0,0,0,r,y,0.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,1,1,1,0,r,G,3.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,2,9,2,G,r,4.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested,1
132200274,0,4,0,4,G,r,1.0,Non-Congested,Congested,1
47217361,0,1,0,0,r,r,2.0,Non-Congested,Non-Congested,0
cluster_1420096799_47154676,1,0,1,0,r,y,0.0,Non-Congested,Non-Congested,0
cluster_181310323_5380872437,1,0,0,0,G,r,6.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,1,1,1,0,r,G,2.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,3,9,2,G,r,3.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested,1
132200274,0,5,0,4,G,r,0.0,Non-Congested,Congested,1
47217361,0,1,0,0,r,r,1.0,Non-Congested,Non-Congested,0
cluster_181310323_5380872437,1,0,0,0,G,r,5.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,1,2,1,0,r,G,1.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,3,9,2,G,r,2.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested,1
132200274,0,5,0,4,G,r,1.0,Non-Congested,Congested,1
47217361,0,1,0,0,r,r,0.0,Non-Congested,Non-Congested,0
cluster_181310323_5380872437,1,0,0,0,G,r,4.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,1,1,1,0,r,G,0.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,3,9,2,G,r,1.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested,1
132200274,0,5,0,4,G,r,0.0,Non-Congested,Congested,1
47217361,0,2,0,0,r,r,2.0,Non-Congested,Non-Congested,0
cluster_1420096799_47154676,0,1,0,0,G,r,4.0,Non-Congested,Non-Congested,0
cluster_181310323_5380872437,1,0,0,0,G,r,3.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,1,2,1,0,r,y,3.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,3,9,2,G,r,0.0,Congested,Non-Congested,6
cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested,1
132200274,0,5,0,4,G,r,1.0,Non-Congested,Congested,1
47217361,0,2,0,0,r,r,1.0,Non-Congested,Non-Congested,0
cluster_1420096799_47154676,0,1,0,0,G,r,3.0,Non-Congested,Non-Congested,0
cluster_181310323_5380872437,1,0,0,0,G,r,2.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,1,2,1,0,r,y,2.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,3,9,2,y,r,4.0,Congested,Non-Congested,5
cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested,1
cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,y,r,1.0,Non-Congested,Non-Congested,0
132200274,0,5,0,5,G,r,0.0,Non-Congested,Congested,1
47217361,0,2,0,0,r,r,0.0,Non-Congested,Non-Congested,0
cluster_1420096799_47154676,0,1,0,0,G,r,2.0,Non-Congested,Non-Congested,0
cluster_181310323_5380872437,1,0,0,0,G,r,1.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,1,1,1,0,r,y,1.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,3,9,2,y,r,3.0,Congested,Non-Congested,5
cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested,1
cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,y,r,0.0,Non-Congested,Non-Congested,0
132200274,0,5,0,5,G,r,1.0,Non-Congested,Congested,1
47217361,0,2,0,0,r,G,4.0,Non-Congested,Non-Congested,0
cluster_1420096799_47154676,0,1,0,0,G,r,1.0,Non-Congested,Non-Congested,0
cluster_181310323_5380872437,1,0,0,0,G,r,0.0,Non-Congested,Non-Congested,0
cluster_2455590523_389713_47212064,1,1,1,0,r,y,0.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,4,9,2,y,r,2.0,Congested,Non-Congested,5
cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested,1
cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,r,G,4.0,Non-Congested,Non-Congested,0
132200274,0,5,0,5,G,r,0.0,Non-Congested,Congested,1
181747232,1,0,0,0,r,y,0.0,Non-Congested,Non-Congested,0
47217361,0,2,0,0,r,G,3.0,Non-Congested,Non-Congested,0
cluster_1420096799_47154676,0,1,0,0,G,r,0.0,Non-Congested,Non-Congested,0
cluster_181310323_5380872437,1,0,0,0,y,r,3.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,4,9,2,y,r,1.0,Congested,Non-Congested,5
cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested,1
cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,r,G,3.0,Non-Congested,Non-Congested,0
132200274,0,5,0,5,G,r,1.0,Non-Congested,Congested,1
181747232,1,0,0,0,G,r,6.0,Non-Congested,Non-Congested,0
47217361,0,2,0,0,r,G,2.0,Non-Congested,Non-Congested,0
cluster_1420096799_47154676,0,1,0,0,y,r,3.0,Non-Congested,Non-Congested,0
cluster_181310323_5380872437,1,0,0,0,y,r,2.0,Non-Congested,Non-Congested,0
cluster_2461783448_38980632_5243070374,9,4,9,2,y,r,0.0,Congested,Non-Congested,5
cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested,1
cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,r,G,2.0,Non-Congested,Non-Congested,0
